AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Astrophysics,1312
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Experimental Physics,2592
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Mathematics and Physics,2265
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Physics,1317
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Physics with Particle Physics,2376
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005553) Royal Holloway and Bedford New College,MSci (Hons) Theoretical Physics,1318
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Physics,K0183
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Physics,K0185
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Physics and Astrophysics,K0184
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Physics and Astrophysics,K0235
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Physics with Particle Physics and Cosmology,K0194
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Theoretical Physics,K0186
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,BSc (Hons) Theoretical Physics and Applied Mathematics,K0012
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Physics,K0179
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Physics,K0181
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Physics and Astrophysics,K0180
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Physics with Particle Physics and Cosmology,K0193
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Theoretical Physics,K0182
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006840) The University of Birmingham,MSci (Hons) Theoretical Physics and Applied Mathematics,K0017
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physical Sciences 4 Year Route,BSC_PSCF
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics,BSC_PHY
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics and Mathematics,BSC_PM
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics for New Technology,BSC_PNT
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics with Astronomy,BSC_PA
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics with Medical Applications,BSC_PMA
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,BSc (Hons) Physics with Nuclear Science,BSC_PHNS
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,MMath (Hons) Mathematical Physics,MMATH_MP
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,MPhys (Hons) Astrophysics,MPHYS_AP
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10006842) The University of Liverpool,MPhys (Hons) Physics,MPHYS_PHYS
